Weight,Length1,Length2,Length3,Height,Width,Species
91,18.1,15.8,178.8,7.8529,3.2624,Parkki
163,18.9,20,205.6,8.4389,3.041,Parkki
163,14.4,16.9,191,7.2207,2.7032,Parkki
81,16.3,23.9,151.5,8.6761,4.1051,Parkki
70,15.2,16.7,58.1,9.2783,2.2194,Parkki
77,14.1,20.6,191.9,7.7764,2.5155,Parkki
223,13.8,25.4,191.4,6.2703,4.6633,Parkki
203,17.7,14.4,83.8,6.3584,2.0146,Parkki
269,16.5,14.1,103.9,6.6455,2.3786,Parkki
257,14,23.8,39.9,7.1643,3.2647,Parkki
60,14.5,14.3,45.4,6.8517,3.8652,Parkki
59,15.8,22.7,38,8.5896,2.3887,Parkki
177,18.9,21.4,59.1,8.5728,4.3508,Parkki
124,17.8,24.1,48.7,10.6985,2.3725,Parkki
177,22.9,20.7,114.4,8.7537,2.8285,Parkki
229,15.5,25,52.2,6.5416,3.6886,Parkki
172,19.9,19.7,177.2,6.0382,4.742,Parkki
146,17.9,18.1,180.5,8.2891,4.9313,Parkki
149,16.4,18.2,209.7,8.9801,4.2105,Parkki
192,15.6,15.4,105,7.1199,4.8581,Parkki
826,25.7,27.7,30.1,10.9046,7.8122,Whitefish
449,30.6,31.5,42.3,8.0549,7.7141,Whitefish
621,33.3,28.4,31.8,11.082,7.1578,Whitefish
519,28.7,35.9,32.5,9.2448,7.8251,Whitefish
301,32.5,37.2,35.1,12.3335,7.6187,Whitefish
652,25.1,27.7,32.3,11.3404,7.1935,Whitefish
726,37.6,30,39.2,8.2988,7.4549,Whitefish
798,23.9,27.9,34.2,8.692,7.9205,Whitefish
826,35.3,33.3,43.4,10.7397,7.3909,Whitefish
487,28.9,38.6,28.3,8.2904,7.7674,Whitefish
681,27.1,28.9,37,11.1371,7.3072,Whitefish
389,27.9,38.9,32,8.7125,7.4682,Whitefish
923,37.8,30,43.6,10.1847,7.5411,Whitefish
592,25.8,26,30.8,9.3406,7.177,Whitefish
383,34.4,30.9,33.9,10.7239,7.9412,Whitefish
416,32.7,35.5,37,10.0653,7.0054,Whitefish
790,31.9,27,42.2,10.6497,7.8837,Whitefish
804,33.9,32.6,42.3,12.6559,7.1911,Whitefish
821,24.1,37.5,39.6,10.1542,7.6254,Whitefish
303,35.1,27.4,30.9,9.9878,7.4482,Whitefish
830,36.1,29.4,42.1,10.1503,7.7265,Whitefish
727,25.3,32.6,32.9,8.3529,7.6475,Whitefish
846,28.3,36.6,41.7,10.7478,7.9293,Whitefish
278,24.1,28.5,42.1,12.3592,7.8399,Whitefish
743,32.6,32.3,36.1,12.737,7.267,Whitefish
281,24.9,29.1,40,8.2324,7.9485,Whitefish
758,31.5,26.3,36.9,9.1836,7.5002,Whitefish
443,23.3,36.2,41.6,12.9407,7.9603,Whitefish
275,33.6,29.5,32,9.1382,7.544,Whitefish
465,23.7,36.1,33.6,12.4779,7.295,Whitefish
423,35.8,38.9,35.4,10.7702,7.3509,Whitefish
457,30.4,35,28.2,12.0384,7.2752,Whitefish
408,24.3,33.5,42.5,9.5379,7.6889,Whitefish
975,27.8,37.5,41,9.5969,7.6242,Whitefish
610,30.2,31,40.7,10.3002,7.3094,Whitefish
488,35.8,39.7,39.3,11.4371,7.2401,Whitefish
317,24.9,28.9,40.1,8.7661,7.5339,Whitefish
681,36.9,27.4,41.3,12.1458,7.9458,Whitefish
520,24.5,31.8,36.5,9.897,7.6023,Whitefish
308,31.6,37.5,38.5,9.6634,7.3213,Whitefish
399,24.5,28.6,28.8,10.6505,7.8501,Whitefish
682,36.3,33.7,31.5,10.1075,7.13,Whitefish
373,30.8,31.3,31.2,8.1172,7.726,Whitefish
491,27.4,36.9,38.4,10.2045,7.2641,Whitefish
519,37.1,30.1,33.6,10.4454,7.7197,Whitefish
977,24.9,32.8,41.7,11.2225,7.6059,Whitefish
620,34.8,35.3,37.3,8.7252,7.526,Whitefish
896,34.9,26.2,36,10.5268,7.8703,Whitefish
479,29.6,37.7,42.6,10.5471,7.7892,Whitefish
425,26.8,34.9,38.8,11.9301,7.3027,Whitefish
833,27.1,29.8,36.8,8.2967,7.8247,Whitefish
684,34.1,31.5,37,11.2294,7.4021,Whitefish
454,26.2,38.7,37,9.151,7.5814,Whitefish
778,27.5,34.8,31.9,8.776,7.3121,Whitefish
819,37.9,31.5,35,8.8857,7.1249,Whitefish
316,37.2,29.2,37.3,9.7609,7.6558,Whitefish
370,31.4,32,29.8,12.4802,7.6239,Whitefish
458,23.4,30.3,42.7,12.9626,7.1365,Whitefish
434,37.9,29.4,31.4,11.1835,7.3127,Whitefish
936,24.2,29.5,31,10.4073,7.3558,Whitefish
309,25.2,32.3,33.2,8.9633,7.5959,Whitefish
914,28.7,32,28.5,11.7905,7.5283,Whitefish
935,24.7,35.5,32.2,10.8665,7.3423,Whitefish
898,23.4,31.6,42.6,8.457,7.3717,Whitefish
623,38,39.6,43.9,11.6924,7.7583,Whitefish
871,35.1,34,42.5,8.4582,7.0586,Whitefish
751,31.8,33.1,33.6,10.4219,7.4884,Whitefish
791,25.8,27.2,34.6,9.7231,7.538,Whitefish
419,35.3,39.5,28.3,8.1484,7.5776,Whitefish
842,23,29.8,32.8,9.8403,7.9707,Whitefish
860,34.1,34.1,36.1,11.5195,7.5011,Whitefish
380,36.1,27,35.8,10.8361,7.1098,Whitefish
953,34.2,26.1,33.6,11.0922,7.5847,Whitefish
745,29.7,29.1,43,11.7064,7.5009,Whitefish
916,31.9,31.1,29.9,11.8302,7.5258,Whitefish
286,34.6,34.7,41.9,11.9938,7.991,Whitefish
520,28.3,26.6,33.5,9.8606,7.0778,Whitefish
606,28.1,37.8,38.1,10.5261,7.4274,Whitefish
779,24.3,34.9,28.8,9.9709,7.1942,Whitefish
411,34.4,34.5,39,11.9828,7.5597,Whitefish
416,37.5,34.2,39.5,10.365,7.8371,Whitefish
292,27.2,30,31.8,10.3744,7.4575,Whitefish
550,24.5,39.5,34.2,12.4632,7.9894,Whitefish
995,34.1,37.9,41.6,12.1257,7.4508,Whitefish
670,25,26.1,42.2,11.7496,7.8281,Whitefish
730,24.6,38.8,31,10.2991,7.0687,Whitefish
878,36.7,27.4,33,12.3654,7.8786,Whitefish
411,34.1,38.6,32.2,11.5509,7.361,Whitefish
270,32.9,38.5,32.6,11.0466,7.5151,Whitefish
766,34.1,26.4,34.6,12.6448,7.7401,Whitefish
804,29.6,26,42.6,8.9743,7.4253,Whitefish
514,36.7,31.9,29.6,8.3431,7.2327,Whitefish
312,36.2,36.1,40.7,10.3416,7.063,Whitefish
287,36.4,30.3,40.1,8.6933,7.061,Whitefish
594,26.4,29.5,28.5,10.7651,7.5206,Whitefish
712,35.4,37,38.5,12.7781,7.2277,Whitefish
451,36.5,36.7,40,8.1315,7.1474,Whitefish
482,33.4,33.5,35,8.963,7.1485,Whitefish
275,29.6,27.5,43.9,9.9351,7.3216,Whitefish
601,26.2,27.4,34.9,12.1049,7.0744,Whitefish
474,27.7,31.5,33.6,10.4175,7.8746,Whitefish
473,30.5,34.4,36.1,9.8456,7.4758,Whitefish
931,28.8,34.5,31.8,10.4621,7.9759,Whitefish
708,32.4,36.7,29.5,12.2122,7.5077,Whitefish
970,29.7,36.1,31.8,9.7454,7.7585,Whitefish
759,25.5,31.6,34.8,8.9695,7.2322,Whitefish
756,34,36.7,41.2,9.9543,7.4242,Whitefish
641,28.9,39.2,29,11.0287,7.6827,Whitefish
691,33.7,32.9,31.8,9.1955,7.1468,Whitefish
372,25,38.5,38.3,9.1231,7.6434,Whitefish
465,30.5,27,43.3,8.0861,7.6481,Whitefish
949,33.6,32.4,43.2,10.6806,7.2777,Whitefish
398,32,30.2,37.4,12.2865,7.0841,Whitefish
677,32.3,36.7,35.9,11.7457,7.493,Whitefish
390,27.4,35.8,28.8,10.1389,7.9368,Whitefish
311,32.4,35.8,36.6,11.1575,7.3848,Whitefish
976,37.4,34.9,32.2,11.1648,7.3215,Whitefish
906,36,34.6,39.4,11.5969,7.4389,Whitefish
574,34.8,38.2,31.5,10.582,7.8358,Whitefish
355,33.5,39.5,36.1,12.358,7.7527,Whitefish
696,29,27.8,41.6,10.006,7.8519,Whitefish
687,27,37.8,38.3,10.8643,7.8428,Whitefish
625,36.3,35.6,33.2,12.0045,7.1703,Whitefish
643,30.8,38.4,35.3,11.6247,7.3469,Whitefish
340,31.5,37,41.9,9.3643,7.7965,Whitefish
330,33.7,33.1,38.5,10.2187,7.3887,Whitefish
560,34.2,26.1,42.6,10.639,7.2067,Whitefish
839,35.1,32,36.9,8.4408,7.8994,Whitefish
938,34.7,35,43.5,12.4827,7.0904,Whitefish
300,25.9,33.7,39.1,9.7528,7.8904,Whitefish
892,30.7,35,41.1,12.1961,7.509,Whitefish
878,24.8,27.5,37.4,9.9047,7.8419,Whitefish
993,37.1,29.2,35.1,10.7321,7.902,Whitefish
662,37.2,31.9,42.8,12.2879,7.9598,Whitefish
688,30.7,31.9,29.5,10.2342,7.4934,Whitefish
791,33.6,31.6,41.3,10.1744,7.2798,Whitefish
278,30.2,35.3,32.6,9.8492,7.3187,Whitefish
429,36.2,30.3,33.4,10.2211,7.8619,Whitefish
451,30.9,28.8,33.8,11.9715,7.1315,Whitefish
317,34.3,34.5,43.7,9.453,7.8509,Whitefish
942,29.9,26.8,40.9,11.9212,7.9429,Whitefish
883,26,36.3,38,10.7497,7.5549,Whitefish
533,28.2,29.2,34,8.34,7.716,Whitefish
656,30.9,38.6,32.3,12.1937,7.6238,Whitefish
636,32.5,36.6,43.2,11.906,7.9319,Whitefish
664,28.3,27.6,41.1,12.9144,7.9392,Whitefish
723,30.5,37.8,38.3,12.6799,7.1146,Whitefish
925,29.9,33,38.1,9.933,7.8202,Whitefish
775,36.3,29.3,28.9,12.7598,7.199,Whitefish
638,34.5,37.3,33.8,12.6701,7.1145,Whitefish
638,27.2,30.6,42.9,12.1529,7.3728,Whitefish
945,30.3,28,29.3,9.3128,7.9764,Whitefish
334,31.8,29.3,43.2,9.2174,7.3705,Whitefish
442,25.9,30.7,30.2,8.6633,7.2247,Whitefish
307,28,39,40.7,9.3822,7.8413,Whitefish
756,27.5,29.8,30.6,9.8076,7.8669,Whitefish
606,25.9,38.9,42.6,12.8019,7.0053,Whitefish
683,33.4,36,38.4,10.8994,7.7274,Whitefish
574,37.2,37.7,38.9,10.3527,7.0543,Whitefish
738,31,38.7,36.1,10.1448,7.6408,Whitefish
646,28.4,27.5,34,9.379,7.1099,Whitefish
270,26.5,39.8,36.3,11.7864,7.9333,Whitefish
449,35.6,37.4,41.5,10.7857,7.5132,Whitefish
462,31.7,37.7,42.5,9.2474,7.4703,Whitefish
746,28.2,37.6,29.5,9.127,7.9373,Whitefish
966,31.4,33.5,30.9,11.5851,7.8823,Whitefish
514,25.9,32,37,12.5888,7.2628,Whitefish
574,36.9,28.1,32.9,12.9175,7.4905,Whitefish
433,35,32.8,30,9.9492,7.1154,Whitefish
964,36.6,35,35.4,11.7698,7.0029,Whitefish
820,34.7,34.9,44,9.5958,7.7173,Whitefish
582,34.8,26.7,29.2,9.847,7.5055,Whitefish
626,33.7,32.9,40.3,12.851,7.854,Whitefish
358,31.7,33,37.9,10.1404,7.1167,Whitefish
725,34.4,36.9,34.9,9.6215,7.2101,Whitefish
507,33,34.7,34.8,12.185,7.9267,Whitefish
361,23.2,35.5,43.4,9.0641,7.7647,Whitefish
445,37.7,29.9,31.9,8.5864,7.9898,Whitefish
317,27.8,32.9,41.2,8.9423,7.9313,Whitefish
412,36.4,38.7,39.7,9.7335,7.95,Whitefish
283,23.5,29.3,38.7,11.0493,7.5377,Whitefish
956,37.9,28.7,42,8.9524,7.2495,Whitefish
553,28.3,32,33.6,10.9567,7.3024,Whitefish
331,31.7,29.1,31,10.9974,7.2453,Whitefish
897,33.1,27.2,32.7,9.5086,7.1991,Whitefish
838,33.8,28.9,39.4,12.7742,7.6695,Whitefish
635,35.7,37.4,31.5,12.9979,7.211,Whitefish
395,26.7,27.5,28.2,12.8468,7.4954,Whitefish
683,32.3,28.1,41,11.2691,7.3361,Whitefish
383,28.9,36.6,35.5,10.705,7.9533,Whitefish
768,37.7,34.7,29.8,11.2737,7.8424,Whitefish
975,35.5,28,34.4,11.282,7.2731,Whitefish
437,25,39.5,39.2,12.0048,7.8127,Whitefish
326,32.2,37.4,29.3,10.3563,7.9372,Whitefish
864,26.2,33.2,30.8,11.8116,7.6121,Whitefish
471,31.1,28.2,30.2,11.8955,7.0228,Whitefish
381,25.4,36.4,30,8.7138,7.0605,Whitefish
285,28.8,33.9,39.9,12.1366,7.5222,Whitefish
498,28.4,28.3,38.7,12.9932,7.6295,Whitefish
989,37.5,38,39.3,12.2027,7.7705,Whitefish
979,24.8,39.4,38,9.6528,7.2311,Whitefish
621,28.1,30.1,32,10.7353,7.3248,Whitefish
544,34.9,36.5,32.4,10.1728,7.5914,Whitefish
285,25,32.5,32.5,12.9951,7.9192,Whitefish
335,31.1,38.1,38.5,11.3252,7.8416,Whitefish
354,31.9,35,32.2,10.5602,7.7365,Whitefish
586,24.1,26.5,32.9,9.3324,7.8137,Whitefish
416,26.1,33.6,36.7,10.6938,7.0789,Whitefish
381,36.6,28.2,41.8,12.168,7.8188,Whitefish
330,26.2,33.4,43.8,8.2817,7.06,Whitefish
582,33.5,29,29.2,12.8218,7.7888,Whitefish
559,29.9,34.2,35.5,9.5624,7.8069,Whitefish
852,37.3,39.8,32.2,12.5698,7.0269,Whitefish
689,36.2,28.1,40.3,8.4762,7.5121,Whitefish
370,26.6,27.4,33.4,11.2626,7.7152,Whitefish
447,27.6,28.4,34.8,10.5962,7.0273,Whitefish
530,31.5,26.9,28.2,12.9733,7.095,Whitefish
435,23.2,32.9,38.3,8.8786,7.7666,Whitefish
984,26.6,29.6,30,10.0375,7.0429,Whitefish
400,27.9,32.9,42.4,8.3473,7.942,Whitefish
495,32.4,34.9,37.1,10.3201,7.8584,Whitefish
514,29.7,27.7,31.7,10.1518,7.1233,Whitefish
334,30.4,34.6,29.5,10.0308,7.9028,Whitefish
496,28.2,35.3,34.4,9.6803,7.5869,Whitefish
312,24.1,28.6,39.9,11.8614,7.3767,Whitefish
646,30.6,26.2,39.6,10.6751,7.6051,Whitefish
724,30.2,33.8,30.6,11.1398,7.7788,Whitefish
597,30.7,36.3,39.5,10.8883,7.0185,Whitefish
676,23.5,29.5,32.4,11.2705,7.5148,Whitefish
671,26.8,37.5,33.3,10.0813,7.0619,Whitefish
407,28.6,28.3,37.2,9.7411,7.1616,Whitefish
677,35.9,38.1,38,11.3867,7.2065,Whitefish
536,35.3,35,30.1,8.7477,7.2329,Whitefish
661,31.9,35.9,35.3,12.3385,7.8973,Whitefish
987,23.4,28.9,42.6,8.4195,7.6967,Whitefish
629,27,32.7,28.1,12.7331,7.0199,Whitefish
462,27.3,26.8,32.6,11.8626,7.224,Whitefish
805,23.3,33.8,33.1,11.5025,7.8918,Whitefish
664,32.8,37.9,37.8,12.6153,7.4742,Whitefish
465,30.4,26.2,35.7,12.1273,7.5332,Whitefish
949,26.3,31.2,33.1,8.8052,7.348,Whitefish
384,26.6,34.5,30.5,9.008,7.3624,Whitefish
761,33,29.3,34.1,10.4602,7.113,Whitefish
437,27.9,29.1,40.8,8.7513,7.6776,Whitefish
854,37,33.7,38.4,8.9726,7.085,Whitefish
377,32.1,35.3,40.5,12.1179,7.1993,Whitefish
855,37.6,37.3,36.1,12.9761,7.3837,Whitefish
552,27.8,37.4,29.3,11.5534,7.3377,Whitefish
701,29.6,26.3,30.4,9.8698,7.9553,Whitefish
614,28.3,35.4,41.5,12.1652,7.277,Whitefish
389,27.4,34.6,40,8.2248,7.5887,Whitefish
566,33.1,32.4,38.6,9.0127,7.1343,Whitefish
452,37.6,35.5,41,12.3848,7.4035,Whitefish
882,34.5,28.9,42.5,8.3064,7.5977,Whitefish
653,27.7,29.8,34,9.0005,7.8874,Whitefish
630,27.6,37.7,39.1,10.715,7.4693,Whitefish
477,25.4,32.8,28.3,10.9416,7.9863,Whitefish
349,29.4,26.3,37.5,10.8047,7.8949,Whitefish
313,35.4,34.8,37.3,10.8183,7.7309,Whitefish
934,35.4,37.2,37.4,12.5408,7.8234,Whitefish
689,30.6,39.6,33.9,12.396,7.7939,Whitefish
967,27.6,37.4,31.6,12.7259,7.6306,Whitefish
638,35.7,39.6,38.6,11.0961,7.4334,Whitefish
757,33.2,29.1,33.1,11.8124,7.0088,Whitefish
801,37.4,31.5,39.3,12.2876,7.202,Whitefish
351,23.9,36.2,32.1,12.5333,7.2741,Whitefish
356,34.9,38.7,34.4,9.0328,7.2429,Whitefish
577,26.2,37.3,35.3,10.6572,7.7453,Whitefish
586,30.9,35,37.2,12.1686,7.3521,Whitefish
613,35.8,33.8,40.9,12.5324,7.7112,Whitefish
539,29.7,33.6,39.2,11.5742,7.5601,Whitefish
983,27.1,35.8,34.7,10.8768,7.1268,Whitefish
692,28.8,26.1,39.4,8.5947,7.5141,Whitefish
381,32.4,39,29.2,9.3264,7.7058,Whitefish
462,30.8,38.4,34.2,8.0512,7.8155,Whitefish
512,34.3,38.1,43.2,9.4724,7.0468,Whitefish
834,36.5,36.2,37.5,9.8776,7.8375,Whitefish
334,34.6,34.8,37.9,9.7001,7.9912,Whitefish
461,27.7,38.7,31.8,12.9364,7.9657,Whitefish
334,30.8,29.1,37.5,12.0246,7.5639,Whitefish
505,35.2,30.2,39.9,10.9727,7.1979,Whitefish
678,25.5,28.3,43.8,9.4966,7.0079,Whitefish
530,26.5,31.3,30.8,11.5394,7.3411,Whitefish
335,26,31.7,30,9.9625,7.5458,Whitefish
371,25.6,30.4,35.7,10.7846,7.2113,Whitefish
859,36.3,27.8,43.2,8.2731,7.1993,Whitefish
894,28.6,35.7,30,11.1944,7.3747,Whitefish
755,34.3,34,41.1,9.2943,7.2589,Whitefish
567,28.2,34,39,11.2877,7.17,Whitefish
441,32.3,29.2,35.1,12.9325,7.1427,Whitefish
307,26.8,31.4,43.6,12.1233,7.4792,Whitefish
930,32.5,27,36.1,8.2585,7.5378,Whitefish
804,24.4,36.8,29.9,10.898,7.4432,Whitefish
955,36.2,33.9,35.8,9.7264,7.0804,Whitefish
734,37.2,27.8,38.1,11.8542,7.4134,Whitefish
517,34,29,33.4,11.8368,7.0579,Whitefish
697,35.9,39.5,40.1,11.2278,7.1745,Whitefish
695,30.7,36.5,43,11.404,7.2622,Whitefish
932,31.5,39.2,40.1,12.3515,7.3,Whitefish
992,34.9,36.7,28.6,9.3238,7.9173,Whitefish
324,35,33.8,29.7,11.5059,7.468,Whitefish
280,27,32.7,36.9,12.2649,7.7323,Whitefish
600,31.9,33.5,29,9.1341,7.82,Whitefish
727,37.2,29.4,30.4,9.0741,7.1896,Whitefish
916,31.7,36.7,39,11.9039,7.436,Whitefish
297,31.8,39.6,38.1,12.9705,7.4098,Whitefish
834,31.5,38.1,39.4,11.9327,7.6318,Whitefish
704,36.9,34.2,36.5,11.2218,7.8918,Whitefish
368,30.8,37.2,35.1,8.8079,7.361,Whitefish
358,28.5,35.6,40.4,12.765,7.3689,Whitefish
722,23.6,35.4,39,10.0483,7.02,Whitefish
693,36.1,31.3,32.2,8.1639,7.9678,Whitefish
851,37.4,27.7,37.4,11.6723,7.6756,Whitefish
927,24.9,28,36.7,8.5393,7.7053,Whitefish
494,34.5,27.7,42.3,11.2113,7.774,Whitefish
742,34.3,33.7,38.3,9.3428,7.4337,Whitefish
473,37.8,29,39.5,10.1396,7.5161,Whitefish
869,26.5,26.7,38.2,12.7976,7.2165,Whitefish
790,24,37.2,43.6,9.3157,7.5683,Whitefish
332,30.6,38.1,29,8.2811,7.3946,Whitefish
282,37,34.3,32.6,9.9332,7.4959,Whitefish
453,30.4,39.4,38.6,11.5079,7.6737,Whitefish
529,25,39.5,32.5,9.5082,7.8626,Whitefish
708,27.3,38.9,32.6,9.9434,7.0917,Whitefish
737,27.7,35.4,42.7,8.4544,7.4585,Whitefish
902,33.9,26.9,34.1,8.7886,7.8826,Whitefish
878,29.7,30.6,36.6,10.3958,7.3038,Whitefish
287,34.5,32.2,39.4,8.9097,7.3613,Whitefish
802,37,27.5,29.9,12.2091,7.5935,Whitefish
704,35.6,36.1,29.9,12.9396,7.416,Whitefish
914,36.8,38,32.6,8.7833,7.9338,Whitefish
377,31.7,34.4,34.8,11.8454,7.5247,Whitefish
538,24.1,29.4,30.7,12.1924,7.0574,Whitefish
477,36.2,37.3,39.6,11.8365,7.7536,Whitefish
426,30.1,33.8,29.3,8.4619,7.4781,Whitefish
986,32.5,27.8,29.8,12.276,7.9071,Whitefish
865,33.2,39.4,34.3,11.3207,7.8186,Whitefish
300,33.8,26.1,31.2,8.3579,7.3394,Whitefish
928,35.7,30.7,38.6,8.6869,7.4261,Whitefish
374,32.6,35.9,28.2,9.0918,7.3855,Whitefish
635,37,30.3,34.4,9.3848,7.3265,Whitefish
706,23.7,29.7,37,9.5332,7.2495,Whitefish
399,36.1,35.7,39.1,10.4418,7.5284,Whitefish
403,23.8,38.6,38.9,9.1683,7.5804,Whitefish
923,25.1,32.2,41.4,11.9403,7.4028,Whitefish
589,29.6,32.8,30,8.2194,7.4196,Whitefish
456,35.4,36,34.1,9.4845,7.1331,Whitefish
916,36.9,39.2,35.6,12.906,7,Whitefish
823,37.6,33.2,36.9,12.6355,7.4478,Whitefish
535,35.2,35.1,43.6,10.4875,7.1147,Whitefish
629,33.5,31.7,32.8,8.3759,7.1056,Whitefish
884,34.8,35,38.7,10.1341,7.2228,Whitefish
814,37.3,26.5,39.2,11.8319,7.5776,Whitefish
651,34.4,38.2,33.8,10.008,7.5281,Whitefish
977,32.8,32.8,34.4,11.8273,7.3563,Whitefish
782,28.1,27.1,41.5,9.75,7.1494,Whitefish
726,23.4,35.8,33.5,12.8662,7.7763,Whitefish
391,23.7,29.3,34.5,11.8936,7.4581,Whitefish
559,28.2,35.4,36.6,12.7717,7.4028,Whitefish
320,25.3,35.5,32.4,12.8585,7.0372,Whitefish
549,30.5,38.5,28.4,8.8433,7.1196,Whitefish
948,31.6,31.7,32.8,8.7898,7.7414,Whitefish
288,34.9,26.1,28.6,10.9413,7.5747,Whitefish
717,28.1,36.4,39.3,11.2739,7.0611,Whitefish
399,35.4,28.7,40,8.1235,7.2872,Whitefish
602,30.6,33.4,29.1,8.6559,7.4979,Whitefish
980,37.9,34.5,36,12.0588,7.9897,Whitefish
552,25.8,30.9,30.2,9.5633,7.0246,Whitefish
435,29.2,34,38.4,8.9841,7.9571,Whitefish
754,29.2,36.3,31.3,12.8986,7.5878,Whitefish
525,32.5,33.4,30.2,11.6959,7.1963,Whitefish
516,24.8,26.4,32.1,11.9914,7.2559,Whitefish
966,27.5,26.9,41.2,11.1549,7.0354,Whitefish
792,26.4,38.2,32.4,8.5436,7.5478,Whitefish
979,25.9,30.7,38.3,11.929,7.5791,Whitefish
741,27.2,33.6,42.3,11.1445,7.7808,Whitefish
320,26.7,26,31.6,8.9229,7.2917,Whitefish
624,34.2,26.9,29.2,8.667,7.2818,Whitefish
701,29.5,27.6,29.7,12.4914,7.1215,Whitefish
628,36.9,27.4,33.3,9.5161,7.1547,Whitefish
962,24.9,37.3,35.8,10.2883,7.3359,Whitefish
677,33.5,32.5,36.7,9.176,7.1606,Whitefish
573,28.1,32.9,35,9.2888,7.0375,Whitefish
657,31.2,38.9,37.7,9.5164,7.3043,Whitefish
285,23.2,36.9,30,12.7915,7.5483,Whitefish
639,25.2,31.1,39.1,12.1043,7.5094,Whitefish
878,32.9,36.8,30.3,8.0833,7.0793,Whitefish
722,32.2,35.1,41.7,10.4247,7.2285,Whitefish
276,34.8,32.4,33.1,12.4645,7.0491,Whitefish
846,29.3,34.2,34.3,12.3478,7.499,Whitefish
817,27.8,30.5,41.2,8.9922,7.3564,Whitefish
976,33.1,32.5,35.9,8.7033,7.1662,Whitefish
628,33.3,28,35.7,8.3734,7.6784,Whitefish
824,37.8,34.8,41.1,11.242,7.1485,Whitefish
952,34.2,37.9,42.4,11.7114,7.2085,Whitefish
956,33.3,30.7,40.4,8.4052,7.8577,Whitefish
515,33.1,30.7,36.5,8.9681,7.9383,Whitefish
751,25.1,36.6,38.8,11.5925,7.4756,Whitefish
455,36.1,35,36,9.1453,7.1655,Whitefish
790,33.9,36.5,34.2,12.8175,7.915,Whitefish
823,27.3,39,36.3,10.2203,7.9206,Whitefish
952,25.2,38,39.9,11.0439,7.1317,Whitefish
973,27.9,36.2,42.2,8.5028,7.6818,Whitefish
383,34.5,32,41.8,9.4872,7.7463,Whitefish
949,33,27.6,41,9.416,7.1302,Whitefish
601,31.9,31.6,33.7,12.6214,7.0344,Whitefish
645,26.3,34.6,44,11.4006,7.7737,Whitefish
869,24.3,38.1,36,9.6421,7.5813,Whitefish
664,24.9,30.9,41.4,12.198,7.1342,Whitefish
313,34.6,26.9,37.6,10.8776,7.409,Whitefish
939,37.8,36.6,29.4,10.9775,7.3351,Whitefish
324,35.2,33.8,34.3,8.3914,7.2876,Whitefish
426,26,31.2,41.8,9.1753,7.9485,Whitefish
821,28.9,29,31.3,8.4669,7.9021,Whitefish
529,24.7,32.7,28.1,9.9951,7.3737,Whitefish
546,25.1,38.9,42.1,10.806,7.3502,Whitefish
824,35.1,32.2,32.3,11.6836,7.6132,Whitefish
515,24.6,33.1,34,9.1586,7.7107,Whitefish
452,24.7,36.1,41.3,12.1193,7.4856,Whitefish
559,28.2,33.5,38.4,8.7833,7.8621,Whitefish
684,36.8,28.6,29.3,9.4605,7.5555,Whitefish
869,26.9,35.1,39,10.7805,7.535,Whitefish
882,23.9,29,30,9.986,7.7583,Whitefish
765,32,28.6,33.2,10.0993,7.8002,Whitefish
536,30.7,39.7,38,9.6259,7.6447,Whitefish
850,37.6,30.9,35.2,11.5451,7.5592,Whitefish
965,24.6,32.4,42.8,11.4478,7.0302,Whitefish
804,27.5,37.5,38.9,8,7.8052,Whitefish
848,26.8,38.4,42.9,9.9132,7.5591,Whitefish
924,32.3,36.9,38.9,12.0418,7.2233,Whitefish
620,34.9,29.9,40.4,12.5366,7.516,Whitefish
757,28.5,28.2,29.2,11.632,7.9559,Whitefish
407,35.6,37.1,42.6,12.116,7.9584,Whitefish
873,24.3,35.4,40.9,10.7898,7.4383,Whitefish
758,35.1,33.5,37.2,12.0567,7.4198,Whitefish
331,29.5,38.5,41,11.5439,7.7268,Whitefish
436,35.4,35.5,39.1,8.678,7.589,Whitefish
643,35.5,38.8,35.3,12.3818,7.822,Whitefish
737,26.6,37.7,38,11.2508,7.9224,Whitefish
558,23.5,31.7,33.1,10.5028,7.114,Whitefish
831,34.6,32.8,30.9,11.7714,7.2345,Whitefish
280,35,39.4,34,9.5928,7.3757,Whitefish
819,31.6,33.8,35.8,9.3892,7.6589,Whitefish
736,28.9,35.1,32,11.9168,7.9391,Whitefish
729,35.4,33.3,28.5,11.8913,7.9127,Whitefish
580,24.8,30.6,38.6,12.2342,7.2045,Whitefish
827,35,29.6,37,11.1096,7.4811,Whitefish
458,35,39.7,35,12.5866,7.542,Whitefish
597,25.2,32.7,35.2,9.9026,7.5768,Whitefish
676,31.3,29.2,42.1,11.3754,7.0107,Whitefish
442,37.3,38.2,30.5,11.3157,7.9262,Whitefish
839,24.7,28.5,40,12.083,7.6519,Whitefish
494,23.6,38.9,40.3,12.0694,7.7153,Whitefish
679,28.5,36,39.3,12.5272,7.9954,Whitefish
678,24.1,32.3,42.8,12.4982,7.3783,Whitefish
692,34.8,32.5,39.2,12.9172,7.3044,Whitefish
978,33.7,36.1,30.5,9.9395,7.1304,Whitefish
402,35.8,35.9,32.6,12.8675,7.7269,Whitefish
605,36.1,35.6,29,8.8003,7.5175,Whitefish
522,23.3,28.2,38.9,8.1449,7.9753,Whitefish
